region_code,region_name,Vaccine,Coverage_2015,Coverage_2016,Coverage_2017,Coverage_2018,Coverage_2019,Coverage_2020,Coverage_2021,Not Covered_2015,Not Covered_2016,Not Covered_2017,Not Covered_2018,Not Covered_2019,Not Covered_2020,Not Covered_2021,Target_2015,Target_2016,Target_2017,Target_2018,Target_2019,Target_2020,Target_2021,Unvaccinated_2015,Unvaccinated_2016,Unvaccinated_2017,Unvaccinated_2018,Unvaccinated_2019,Unvaccinated_2020,Unvaccinated_2021,Vaccinated_2015,Vaccinated_2016,Vaccinated_2017,Vaccinated_2018,Vaccinated_2019,Vaccinated_2020,Vaccinated_2021
AMR,Americas,IPV1,89.8012245240292,88.29399215470374,93.78166423762926,89.1487568478719,89.00823487289654,86.40110892244839,84.77351148961164,10.198775475970805,11.706007845296256,6.218335762370742,10.851243152128106,10.991765127103463,13.598891077551613,15.226488510388364,11923000.0,14531000.0,14409000.0,14238000.0,13965000.0,13707000.0,13621000.0,1216000.0,1701000.0,896000.0,1545000.0,1535000.0,1864000.0,2074000.0,10707000.0,12830000.0,13513000.0,12693000.0,12430000.0,11843000.0,11547000.0
AMR,Americas,MCV1,92.69712351945854,92.22352212511183,88.29203969741134,91.30495856159573,87.30397422126745,85.31407310133508,84.20820791425005,7.302876480541457,7.776477874888172,11.70796030258866,8.695041438404274,12.696025778732547,14.685926898664917,15.791792085749947,14775000.0,14531000.0,14409000.0,14238000.0,13965000.0,13707000.0,13621000.0,1079000.0,1130000.0,1687000.0,1238000.0,1773000.0,2013000.0,2151000.0,13696000.0,13401000.0,12722000.0,13000000.0,12192000.0,11694000.0,11470000.0
AMR,Americas,MCV2,85.89381320642475,84.37766410912191,79.89183874139626,83.94779332615715,72.42751180040459,72.35091510771933,75.41609822646657,14.106186793575247,15.622335890878091,20.108161258603744,16.052206673842846,27.572488199595412,27.64908489228067,24.583901773533427,13448000.0,14076000.0,14238000.0,14864000.0,14830000.0,14807000.0,14660000.0,1897000.0,2199000.0,2863000.0,2386000.0,4089000.0,4094000.0,3604000.0,11551000.0,11877000.0,11375000.0,12478000.0,10741000.0,10713000.0,11056000.0
AMR,Americas,PCV3,87.61166945840313,84.91235540415867,84.30544621770557,83.24562651116484,83.0410204377446,76.78848283499447,74.68805704099822,12.388330541596872,15.087644595841326,15.694553782294435,16.754373488835157,16.958979562255394,23.21151716500553,25.311942959001783,14328000.0,14091000.0,13973000.0,14062000.0,13798000.0,13545000.0,13464000.0,1775000.0,2126000.0,2193000.0,2356000.0,2340000.0,3144000.0,3408000.0,12553000.0,11965000.0,11780000.0,11706000.0,11458000.0,10401000.0,10056000.0
AMR,Americas,Pol3,91.14720812182742,86.56665060904274,84.90526754112014,86.67649950835792,86.07232366630862,79.732983147297,78.88554438000148,8.852791878172582,13.433349390957261,15.09473245887986,13.32350049164208,13.92767633369138,20.267016852702994,21.114455619998523,14775000.0,14531000.0,14409000.0,14238000.0,13965000.0,13707000.0,13621000.0,1308000.0,1952000.0,2175000.0,1897000.0,1945000.0,2778000.0,2876000.0,13467000.0,12579000.0,12234000.0,12341000.0,12020000.0,10929000.0,10745000.0
AMR,Americas,RCV1,92.69712351945854,92.22352212511183,88.29203969741134,91.30495856159573,87.30397422126745,85.31407310133508,84.20820791425005,7.302876480541457,7.776477874888172,11.70796030258866,8.695041438404274,12.696025778732547,14.685926898664917,15.791792085749947,14775000.0,14531000.0,14409000.0,14238000.0,13965000.0,13707000.0,13621000.0,1079000.0,1130000.0,1687000.0,1238000.0,1773000.0,2013000.0,2151000.0,13696000.0,13401000.0,12722000.0,13000000.0,12192000.0,11694000.0,11470000.0
AMR,Americas,Rotac,81.25767979761474,78.0731384931708,73.43659942363112,75.95536756126022,76.02101213376739,72.832152013271,71.75810000758783,18.742320202385258,21.926861506829198,26.563400576368878,24.044632438739782,23.978987866232615,27.167847986729,28.241899992412172,13835000.0,13618000.0,13880000.0,13712000.0,13516000.0,13262000.0,13179000.0,2593000.0,2986000.0,3687000.0,3297000.0,3241000.0,3603000.0,3722000.0,11242000.0,10632000.0,10193000.0,10415000.0,10275000.0,9659000.0,9457000.0
AMR,Americas,YFV,55.04672897196262,53.026441541892325,59.54234864134753,57.35788630904723,61.43043762246897,58.281694858482666,58.5612968591692,44.95327102803738,46.973558458107675,40.45765135865247,42.64211369095277,38.56956237753103,41.718305141517334,41.4387031408308,6420000.0,6278000.0,6293000.0,6245000.0,6124000.0,5971000.0,5922000.0,2886000.0,2949000.0,2546000.0,2663000.0,2362000.0,2491000.0,2454000.0,3534000.0,3329000.0,3747000.0,3582000.0,3762000.0,3480000.0,3468000.0
EMR,E. Mediterranean,BCG,86.2472885032538,87.70084721004966,86.91370063383715,88.76271936292582,88.61756204525068,88.98136150702682,88.25027464296414,13.752711496746201,12.299152789950341,13.086299366162848,11.237280637074178,11.38243795474932,11.018638492973182,11.749725357035857,20745000.0,20538000.0,20510000.0,20343000.0,20066000.0,20066000.0,20026000.0,2853000.0,2526000.0,2684000.0,2286000.0,2284000.0,2211000.0,2353000.0,17892000.0,18012000.0,17826000.0,18057000.0,17782000.0,17855000.0,17673000.0
EMR,E. Mediterranean,DTP1,86.42652436011463,86.111942532176,87.53432180120812,89.14225309574147,89.60820324456688,86.83364791103403,88.49652493867539,13.573475639885373,13.888057467823998,12.465678198791878,10.857746904258534,10.39179675543312,13.166352088965965,11.503475061324608,20238000.0,20046000.0,20031000.0,19866000.0,19602000.0,19603000.0,19568000.0,2747000.0,2784000.0,2497000.0,2157000.0,2037000.0,2581000.0,2251000.0,17491000.0,17262000.0,17534000.0,17709000.0,17565000.0,17022000.0,17317000.0
EMR,E. Mediterranean,DTP3,80.3340251012946,81.96148857627456,82.54705206929259,84.19913419913419,85.38414447505357,81.46202111921644,82.79333605887163,19.6659748987054,18.03851142372544,17.45294793070741,15.800865800865807,14.615855524946426,18.537978880783555,17.20666394112837,20238000.0,20046000.0,20031000.0,19866000.0,19602000.0,19603000.0,19568000.0,3980000.0,3616000.0,3496000.0,3139000.0,2865000.0,3634000.0,3367000.0,16258000.0,16430000.0,16535000.0,16727000.0,16737000.0,15969000.0,16201000.0
EMR,E. Mediterranean,Hepb3,80.03261191817373,81.94652299710665,83.43567470420848,84.51625893486359,85.36373839404142,81.46202111921644,82.76778413736713,19.96738808182627,18.053477002893345,16.56432529579152,15.483741065136414,14.63626160595858,18.537978880783555,17.23221586263287,20238000.0,20046000.0,20031000.0,19866000.0,19602000.0,19603000.0,19568000.0,4041000.0,3619000.0,3318000.0,3076000.0,2869000.0,3634000.0,3372000.0,16197000.0,16427000.0,16713000.0,16790000.0,16733000.0,15969000.0,16196000.0
EMR,E. Mediterranean,Hepbb,64.82614923818205,66.12416327602048,72.3354000590493,74.09934771700954,75.98581264343835,75.51214361140444,75.96410639888902,35.173850761817945,33.87583672397952,27.664599940950694,25.900652282990464,24.01418735656165,24.48785638859556,24.035893601110985,7679000.0,7619000.0,10161000.0,9965000.0,9586000.0,9470000.0,9361000.0,2701000.0,2581000.0,2811000.0,2581000.0,2302000.0,2319000.0,2250000.0,4978000.0,5038000.0,7350000.0,7384000.0,7284000.0,7151000.0,7111000.0
EMR,E. Mediterranean,Hib3,80.06225911651349,81.97645415544248,82.56202885527432,84.20920165106212,85.38924599530661,81.45691985920523,82.79333605887163,19.937740883486512,18.023545844557518,17.43797114472568,15.790798348937884,14.61075400469339,18.54308014079477,17.20666394112837,20238000.0,20046000.0,20031000.0,19866000.0,19602000.0,19603000.0,19568000.0,4035000.0,3613000.0,3493000.0,3137000.0,2864000.0,3635000.0,3367000.0,16203000.0,16433000.0,16538000.0,16729000.0,16738000.0,15968000.0,16201000.0
EMR,E. Mediterranean,IPV1,37.88398908546783,65.11775434144795,61.8711834835708,70.3865875439304,85.77696153453729,83.30867724327909,84.0147179067866,62.11601091453217,34.88224565855205,38.1288165164292,29.613412456069597,14.223038465462707,16.691322756720908,15.9852820932134,11361000.0,12611000.0,13756000.0,17357000.0,19602000.0,19603000.0,19568000.0,7057000.0,4399000.0,5245000.0,5140000.0,2788000.0,3272000.0,3128000.0,4304000.0,8212000.0,8511000.0,12217000.0,16814000.0,16331000.0,16440000.0
EMR,E. Mediterranean,MCV1,81.19873505287084,82.29571984435798,82.79167290699417,83.67059297291856,83.57820630547903,83.11482936285263,82.00633687653311,18.801264947129155,17.704280155642024,17.208327093005835,16.329407027081444,16.42179369452097,16.885170637147368,17.993663123466888,20238000.0,20046000.0,20031000.0,19866000.0,19602000.0,19603000.0,19568000.0,3805000.0,3549000.0,3447000.0,3244000.0,3219000.0,3310000.0,3521000.0,16433000.0,16497000.0,16584000.0,16622000.0,16383000.0,16293000.0,16047000.0
EMR,E. Mediterranean,MCV2,72.08529789969995,77.42140362019688,77.96824727042565,78.14106300672991,79.87551867219918,80.61023097028858,78.06441525953721,27.914702100300048,22.578596379803116,22.03175272957435,21.858936993270092,20.124481327800822,19.389769029711417,21.935584740462787,18664000.0,18894000.0,18959000.0,18871000.0,18798000.0,18747000.0,19188000.0,5210000.0,4266000.0,4177000.0,4125000.0,3783000.0,3635000.0,4209000.0,13454000.0,14628000.0,14782000.0,14746000.0,15015000.0,15112000.0,14979000.0
EMR,E. Mediterranean,PCV3,81.30692368909718,80.48414170863151,78.5986049461002,78.15847511027096,79.289848271547,75.04970178926442,74.72493887530563,18.693076310902825,19.515858291368488,21.401395053899805,21.841524889729044,20.710151728453,24.950298210735582,25.275061124694375,11309000.0,11319000.0,12616000.0,12696000.0,12786000.0,13078000.0,13088000.0,2114000.0,2209000.0,2700000.0,2773000.0,2648000.0,3263000.0,3308000.0,9195000.0,9110000.0,9916000.0,9923000.0,10138000.0,9815000.0,9780000.0
EMR,E. Mediterranean,Pol3,80.86273347168692,82.49526089993016,82.85657231291498,82.281284606866,85.65962656871747,83.94633474468193,83.17661488143908,19.137266528313077,17.50473910006984,17.143427687085023,17.718715393134005,14.34037343128253,16.053665255318066,16.82338511856092,20238000.0,20046000.0,20031000.0,19866000.0,19602000.0,19603000.0,19568000.0,3873000.0,3509000.0,3434000.0,3520000.0,2811000.0,3147000.0,3292000.0,16365000.0,16537000.0,16597000.0,16346000.0,16791000.0,16456000.0,16276000.0
EMR,E. Mediterranean,RCV1,89.85520872508462,91.18692936088419,91.50415138057541,90.78986293264964,91.09022172269337,90.8762514191351,90.422417398578,10.144791274915377,8.813070639115807,8.495848619424592,9.21013706735036,8.909778277306629,9.123748580864898,9.577582601421994,10636000.0,10405000.0,10358000.0,10141000.0,9787000.0,9689000.0,9564000.0,1079000.0,917000.0,880000.0,934000.0,872000.0,884000.0,916000.0,9557000.0,9488000.0,9478000.0,9207000.0,8915000.0,8805000.0,8648000.0
EMR,E. Mediterranean,Rotac,71.97729422894986,78.51865883690093,45.61774023231256,66.8054355510172,76.78098207326578,79.03649860810393,79.11231184870707,28.02270577105014,21.481341163099074,54.38225976768744,33.1945644489828,23.219017926734224,20.963501391896074,20.887688151292934,5285000.0,5279000.0,11364000.0,12731000.0,12830000.0,12932000.0,12955000.0,1481000.0,1134000.0,6180000.0,4226000.0,2979000.0,2711000.0,2706000.0,3804000.0,4145000.0,5184000.0,8505000.0,9851000.0,10221000.0,10249000.0
EUR, Europe,BCG,90.90181430096051,93.0644501975746,92.8459678566349,93.51461393049296,93.07958477508652,93.67069255465526,93.19887429643528,9.09818569903949,6.935549802425399,7.1540321433651,6.485386069507044,6.920415224913484,6.329307445344739,6.801125703564722,7496000.0,7339000.0,7031000.0,6877000.0,6647000.0,6541000.0,6396000.0,682000.0,509000.0,503000.0,446000.0,460000.0,414000.0,435000.0,6814000.0,6830000.0,6528000.0,6431000.0,6187000.0,6127000.0,5961000.0
EUR, Europe,DTP1,96.10778443113772,95.42994588093806,96.51524579962664,97.5279469235663,97.48762491827776,96.89907733282602,96.68784902753707,3.8922155688622837,4.570054119061936,3.4847542003733594,2.4720530764336957,2.51237508172224,3.1009226671739754,3.3121509724629306,11690000.0,11641000.0,11249000.0,11003000.0,10707000.0,10513000.0,10386000.0,455000.0,532000.0,392000.0,272000.0,269000.0,326000.0,344000.0,11235000.0,11109000.0,10857000.0,10731000.0,10438000.0,10187000.0,10042000.0
EUR, Europe,DTP3,93.18220701454234,92.32883772871746,93.70610720952973,94.75597564300645,95.13402446997291,93.91229905830876,93.8474870017331,6.8177929854576576,7.67116227128254,6.293892790470267,5.244024356993549,4.865975530027086,6.087700941691239,6.1525129982669,11690000.0,11641000.0,11249000.0,11003000.0,10707000.0,10513000.0,10386000.0,797000.0,893000.0,708000.0,577000.0,521000.0,640000.0,639000.0,10893000.0,10748000.0,10541000.0,10426000.0,10186000.0,9873000.0,9747000.0
EUR, Europe,Hepb3,91.26103045829775,91.21853546910755,92.4975514201763,93.6568284142071,93.93419170243205,92.96404275996113,92.90696532075843,8.738969541702247,8.78146453089245,7.502448579823707,6.343171585792902,6.065808297567955,7.035957240038869,7.093034679241569,10539000.0,10488000.0,10210000.0,9995000.0,10485000.0,10290000.0,10179000.0,921000.0,921000.0,766000.0,634000.0,636000.0,724000.0,722000.0,9618000.0,9567000.0,9444000.0,9361000.0,9849000.0,9566000.0,9457000.0
EUR, Europe,Hepbb,94.0736586277809,92.15906959294692,91.0013402259238,93.11481768813033,94.77848101265823,94.03164430202283,93.37152209492635,5.926341372219099,7.840930407053079,8.998659774076202,6.88518231186967,5.221518987341767,5.968355697977174,6.628477905073652,5349000.0,5331000.0,5223000.0,5156000.0,5056000.0,4993000.0,4888000.0,317000.0,418000.0,470000.0,355000.0,264000.0,298000.0,324000.0,5032000.0,4913000.0,4753000.0,4801000.0,4792000.0,4695000.0,4564000.0
EUR, Europe,Hib3,91.6999692591454,91.46516393442623,91.4079648792725,93.34255024992024,94.51490514905149,93.52422907488986,93.4059824307795,8.300030740854595,8.53483606557377,8.592035120727502,6.657449750079763,5.485094850948514,6.47577092511014,6.594017569220497,9759000.0,9760000.0,9567000.0,9403000.0,9225000.0,9080000.0,8993000.0,810000.0,833000.0,822000.0,626000.0,506000.0,588000.0,593000.0,8949000.0,8927000.0,8745000.0,8777000.0,8719000.0,8492000.0,8400000.0
EUR, Europe,IPV1,95.13243378310845,95.61617145640527,94.67826790772966,92.1930382622921,96.50695806481741,95.60544088271664,96.41825534373196,4.867566216891547,4.383828543594731,5.321732092270338,7.806961737707894,3.493041935182589,4.3945591172833645,3.581744656268043,10005000.0,10265000.0,9884000.0,11003000.0,10707000.0,10513000.0,10386000.0,487000.0,450000.0,526000.0,859000.0,374000.0,462000.0,372000.0,9518000.0,9815000.0,9358000.0,10144000.0,10333000.0,10051000.0,10014000.0
EUR, Europe,MCV1,94.02053036783575,93.38544798556825,95.14623522090852,95.27401617740617,95.73176426636779,93.80766669837344,94.09782399383786,5.979469632164253,6.614552014431752,4.8537647790914775,4.725983822593832,4.26823573363221,6.192333301626562,5.9021760061621364,11690000.0,11641000.0,11249000.0,11003000.0,10707000.0,10513000.0,10386000.0,699000.0,770000.0,546000.0,520000.0,457000.0,651000.0,613000.0,10991000.0,10871000.0,10703000.0,10483000.0,10250000.0,9862000.0,9773000.0
EUR, Europe,MCV2,89.8019801980198,88.59108371303493,91.1428318113308,91.99268101420232,92.3839062634617,91.54471544715447,91.97366155964882,10.198019801980195,11.408916286965066,8.857168188669206,8.007318985797681,7.6160937365383035,8.455284552845526,8.026338440351182,11110000.0,11193000.0,11279000.0,11477000.0,11607000.0,11685000.0,11618000.0,1133000.0,1277000.0,999000.0,919000.0,884000.0,988000.0,932500.0,9977000.0,9916000.0,10280000.0,10558000.0,10723000.0,10697000.0,10685500.0
EUR, Europe,PCV3,89.61568627450981,79.05590654428418,88.41947244263349,89.44519621109607,90.12655579960254,88.11393863231753,90.25446098616831,10.384313725490188,20.944093455715816,11.580527557366509,10.554803788903925,9.873444200397458,11.886061367682473,9.745539013831689,6375000.0,8389000.0,9326000.0,9607000.0,9561000.0,9549000.0,9471000.0,662000.0,1757000.0,1080000.0,1014000.0,944000.0,1135000.0,923000.0,5713000.0,6632000.0,8246000.0,8593000.0,8617000.0,8414000.0,8548000.0
