region_code,Year,Vaccine,Vaccinated,Target,Coverage,Not Covered,Unvaccinated,region_name
EMR,2018,PCV3,9923000.0,12696000.0,78.15847511027096,21.841524889729044,2773000.0,E. Mediterranean
EMR,2018,Pol3,16346000.0,19866000.0,82.281284606866,17.718715393134005,3520000.0,E. Mediterranean
EMR,2018,RCV1,9207000.0,10141000.0,90.78986293264964,9.21013706735036,934000.0,E. Mediterranean
EMR,2018,Rotac,8505000.0,12731000.0,66.8054355510172,33.1945644489828,4226000.0,E. Mediterranean
EMR,2019,BCG,17782000.0,20066000.0,88.61756204525068,11.38243795474932,2284000.0,E. Mediterranean
EMR,2019,DTP1,17565000.0,19602000.0,89.60820324456688,10.39179675543312,2037000.0,E. Mediterranean
EMR,2019,DTP3,16737000.0,19602000.0,85.38414447505357,14.615855524946426,2865000.0,E. Mediterranean
EMR,2019,Hepb3,16733000.0,19602000.0,85.36373839404142,14.63626160595858,2869000.0,E. Mediterranean
EMR,2019,Hepbb,7284000.0,9586000.0,75.98581264343835,24.01418735656165,2302000.0,E. Mediterranean
EMR,2019,Hib3,16738000.0,19602000.0,85.38924599530661,14.61075400469339,2864000.0,E. Mediterranean
EMR,2019,IPV1,16814000.0,19602000.0,85.77696153453729,14.223038465462707,2788000.0,E. Mediterranean
EMR,2019,MCV1,16383000.0,19602000.0,83.57820630547903,16.42179369452097,3219000.0,E. Mediterranean
EMR,2019,MCV2,15015000.0,18798000.0,79.87551867219918,20.124481327800822,3783000.0,E. Mediterranean
EMR,2019,PCV3,10138000.0,12786000.0,79.289848271547,20.710151728453,2648000.0,E. Mediterranean
EMR,2019,Pol3,16791000.0,19602000.0,85.65962656871747,14.34037343128253,2811000.0,E. Mediterranean
EMR,2019,RCV1,8915000.0,9787000.0,91.09022172269337,8.909778277306629,872000.0,E. Mediterranean
EMR,2019,Rotac,9851000.0,12830000.0,76.78098207326578,23.219017926734224,2979000.0,E. Mediterranean
EMR,2020,BCG,17855000.0,20066000.0,88.98136150702682,11.018638492973182,2211000.0,E. Mediterranean
EMR,2020,DTP1,17022000.0,19603000.0,86.83364791103403,13.166352088965965,2581000.0,E. Mediterranean
EMR,2020,DTP3,15969000.0,19603000.0,81.46202111921644,18.537978880783555,3634000.0,E. Mediterranean
EMR,2020,Hepb3,15969000.0,19603000.0,81.46202111921644,18.537978880783555,3634000.0,E. Mediterranean
EMR,2020,Hepbb,7151000.0,9470000.0,75.51214361140444,24.48785638859556,2319000.0,E. Mediterranean
